Level_Code,University,City,Course,Faculty,Local_Fees,Int_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Business Administration,Business & Commerce & Finance & Accounting,1290,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/business_administration/C4-BC02,English,A,"This highly successful course will give you skills in current industry software packages, customer service, team skills and prepare you to work in the public or private business sector.","Executive secretary, personal assistant, administrative officer.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Business Administration,Business & Commerce & Finance & Accounting,1416,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/business_administration/C3-BC34,English,A,"This course gives you practical business and computing skills. You will learn in an exciting real life business environment called the Simulated Business which provides you the opportunity to gain essential experience working with other students all over Australia.  Although the products and money are virtual, everything else is real! You will get real life skills in communication, networking, managing accounts, maintaining financial records and organising schedules. You will also advance your skills in Word, Excel, Access and MYOB.  Give yourself the edge!","Junior Personal Assistant, Receptionist, Office Administrator, Office or Administrative Assistant. Entry Level Public Service Positions APS 2/3.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Cabinet Making,Business & Commerce & Finance & Accounting,2959,,AUD,Years,30,Months,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/cabinet_making/C3-TS06,English,A,"This course provides traditional and contemporary outcomes in cabinet making trade. Both pathways: (Furniture) and (Kitchen and Bathroom) cover a broad skill base associated with traditional trade as well as contemporary manufacturing practices, site installation, interior decorating and design influences, CAD drawing and CNC programming and machining.","Trade level outcomes for those working in: manufacture of solid timber furniture, domestic furniture, commercial furniture, kitchen and bathroom cabinets and furniture components, manufacture and installation of fitted furniture typically in a kitchen, bathroom, domestic and commercial built in furniture related context. Installation skills may be applied to new or renovated work. Pre production joinery detailing, CNC Machinist.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Cake and Pastry,Culinary,1450,,AUD,Years,1,Days,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/service_industry/baking_patisserie/C3-TS13,English,A,"This qualification describes the skills and knowledge of a baker who bakes cakes, pastry and biscuit products working in a commercial baking environment.All work must be carried out to comply with workplace procedures, in accordance with State/Territory food safety, and work health and safety, regulations and legislation that apply to the workplace.",Baker (cakes and pastries),Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Cake Decorating for Small Business [from FBP and SIT],Culinary,356,,AUD,Years,6,Months,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/service_industry/commercial_cookery/SA-TS36,English,A,"Learn how to decorate cakes professionally from our award winning, cake decorating teachers. You will produce novelty and traditionally finished cakes of different shapes and finishes, as well as sculpt cake toppers. This hands-on program in our commercial kitchens will provide pastry students, bakers and cake decorating novices with cake decorating and finishing techniques at all levels of experience. You will learn how to create a social media presence for your new found skills in cake artistry, as well as vital knowledge in food hygiene practices.","Completion of this program will give you the skills and knowledge to enter the cake decorating industry or to extend your current pastry or baking qualification skills.Note: If you were to open your own small business, a food registration licence including a Food Safety Supervisor’s Certificate would be required.CIT offers training in Supervising Food Safety",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Career Skills for Business,Humanities and Social Science,247,,AUD,Years,6,Months,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/business_administration/SA-BT09,English,A,"This training covers basic office skills and reception duties. You will learn in a simulated business environment. You will get real life skills in communication, networking, managing accounts, maintaining financial records and organising schedules. The subjects are delivered in a simulated business environment that will allow you to gain experience in workplace interaction and procedures.","Receptionist, entry-level administrative jobs",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Carpentry,"Architecture, Building & Planning",2397,,AUD,Years,3,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/carpentry/C3-BE37,English,A,"This course provides a trade outcome in carpentry, covering work in residential and commercial applications. The qualification has core unit of competency requirements that cover common skills for the construction industry, as well as a specialist field of work.This qualification meets the requirements of the Construction, Plumbing and Services Integrated Framework Training Package (CPC08)",Carpenter.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Chemical Application Bridging/Refresher,Foundation,200,,AUD,Years,1,Days,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/science_environment/horticulture/SA-BE56,English,A,"This course provides refresher training for students who already hold a Chemical application card (certificate 3) or equivalent, or one that has expired by no more than 12 months to enable them to have their card renewed for a further five years. Refresher training covers the preparation and application of products for control or weeds, pests and disease across a range of industry sectors. It also covers safe transport, handling and storage of chemicals.",Chemical applicator for horticultural industry.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Commercial Cookery,Culinary,3059,,AUD,Years,18,Months,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/service_industry/commercial_cookery/C4-TS04,English,A,With this qualification you will be able to work as a commercial cook with a supervisory or team leading role in the kitchen. You will be able to operate independently or with limited guidance from others and use discretion to solve non-routine problems.,"This qualification provides a pathway to work in various kitchen settings, such as restaurants, hotels, clubs, pubs, cafes, cafeterias and coffee shops. Possible job titles include:- chef- chef de partie",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Commercial Cookery,Culinary,2342,,AUD,Years,30,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/service_industry/commercial_cookery/C3-TS04,English,A,"This qualification reflects the role of commercial cooks who use a wide range of well-developed cookery skills and sound knowledge of kitchen operations to prepare food and menu items. Using discretion and judgement, you will work with some independence and under limited supervision using plans, policies and procedures to guide work activities.","This qualification provides a pathway to work as a commercial cook in restaurants, hotels, clubs, pubs, cafes and coffee shops.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - Commercial Law for Tax Agents Skill Set,Humanities and Social Science,800,,AUD,Years,3, Weeks,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/accounting_finance/SA-BT04,English,A,"This Skill Set will provide you with the skills and knowledge required to meet the Tax Practitioners Board (TPB) educational eligibility requirements for a course in commercial law. The units cover applying legal principles in consumer and contract law, corporations and trust law, and property law. This Skill Set is designed to assist in meeting the education eligibility requirements for registration as a tax agent with the TPB. Persons seeking tax agent registration should check with the TPB for details of other current registration requirements, including those relating to experience and fitness and propriety. Refer to the TPB website for details http://www.tpb.gov.au/",,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Community Development,Humanities and Social Science,2288,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/community_services_and_development/C4-HS10,English,A,"This program is for people wishing to enter or already working in the area of community development. The program is designed to provide you with the skills, techniques and working theories in the field of Community Development. You will have the opportunity for field experience, working in the community. Many of our graduates are working in the field.",Community worker in the health community services field - community groups and community support.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Community Development,Humanities and Social Science,2236,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/aboriginal_torres_strait_islander/C4-YC13,English,A,"This program is designed for  Aboriginal and/or Torres Strait Islander people either wishing to enter or  already working in the area of community development. Our programs are  delivered by well qualified and experienced Aboriginal and Torres Strait  Islander teachers within a community setting. We use Aboriginal learning  techniques such as yarning circles to come up with ideas, learn from each other  and build on existing life skills & experiences. Additional tutorial hours  are on offer should you require extra support with your assessments. The program is designed to provide  you with the skills and  techniques for designing and developing community projects while enhancing  community capacity to address problems and issues that they have identified.  Many of our graduates have gained jobs in the field of both Indigenous and  non-Indigenous community organisations.",Community worker in the health community services field - community groups and community support.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Community Services,Humanities and Social Science,2279,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/aboriginal_torres_strait_islander/C4-YC12,English,A,"This course is designed for Aboriginal and/or  Torres Strait Islander people either wishing to enter the Community Services  sector or already provide a range of services and interventions to clients,  and/or who implement community education and interventions. Our courses are  delivered by well qualified and experienced Aboriginal and Torres Strait  Islander teachers within a community setting. We use Aboriginal learning  techniques such as yarning circles to come up with ideas, learn from each other  and build on existing life skills & experiences. Work opportunities may  take place in a range of contexts such as community based organisations, residential  rehabilitation services and outreach services and workers may have supervisory  responsibilities. Additional tutorial hours are on offer should you require  extra support with your assessments.  Many of our graduates have gained  jobs in the field of both Indigenous and non-Indigenous community  organisations.",On completion of this qualification the worker will be able to design and deliver programs that aim to enhance the well being of individuals and groups. Occupational titles may include:- Case Worker- Community services worker- Community support worker- Domestic violence worker- Early intervention homelessness worker- Family support worker- Health education officer- Outreach officer- Support worker- Welfare support worker,Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Community Services,Humanities and Social Science,3376,,AUD,Years,1,Years,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/community_services_and_development/DP-HS08,English,A,"This program provides you with the skills, techniques and theories in the area of community welfare. You will have the opportunity to gain practical experience in the field of community welfare. Graduates of this program are working as community welfare workers in health and community services fields.","Manager/advanced skills community welfare worker in the health and community services field - including children's services, family support, women's and men's services, residential and non-residential.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Community Services,Humanities and Social Science,1215,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/aboriginal_torres_strait_islander/C3-YC09,English,A,"This program is designed for Aboriginal and/or Torres Strait Islander people either wishing to enter or already working in the community services sector. This qualification will enable you to provide day-to-day support to individuals and groups under the broad direction of others. It will prepare you to have direct contact with clients, identify presenting needs and refer to appropriate services and support. Our programs are delivered by well qualified and experienced Aboriginal and Torres Strait Islander teachers within a community setting. We understand that sitting at desks and reading words from a board is not always the best process of learning. We build into your studies assistance with reading & writing and with your assessment tasks should this be required. This program has been designed as an entry pathway into the Certificate IV in Alcohol and other Drugs.","- Aboriginal or Torres Strait Islander community development worker- Neighbourhood centre worker- Client contact - Recreational activities officer (weekend)- Community care worker- Residential support worker- Assistant community workers (focusing on community health primarily in an Indigenous community)- Support worker (community based with an orientation toward any or a number of the following: youth, women, families, domestic violence, child protection)- Indigenous youth worker- Tenants working in a range of areas- Intake and referral worker (Aboriginal)- Youth case worker (community health service setting - non residential)- Juvenile justice court officer- Youth housing support worker- Juvenile justice officer- Youth worker- Juvenile justice officer (community)",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Community Services,Humanities and Social Science,1381,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/community_services_and_development/C3-HS08,English,A,"This qualification will enable you to provide day-to-day support to individuals and groups under the broad direction of others. It will prepare you to have direct contact with clients, identify presenting needs and refer to appropriate services and support.","- Aboriginal or Torres Strait Islander community development worker- Neighbourhood centre worker- Client contact - Recreational activities officer (weekend)- Community care worker- Residential support worker- Assistant community workers (focusing on community health primarily in an Indigenous community)- Support worker (community based with an orientation toward any or a number of the following: youth, women, families, domestic violence, child protection)- Indigenous youth worker- Tenants working in a range of areas- Intake and referral worker (Aboriginal)- Youth case worker (community health service setting - non residential)- Juvenile justice court officer- Youth housing support worker- Juvenile justice officer- Youth worker- Juvenile justice officer (community)",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Community Services,Humanities and Social Science,2332,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/community_services_and_development/C4-HS08,English,A,"This qualification covers workers who provide a range of services and interventions to clients, and/or who implement community education and interventions. Work may take place in a range of contexts such as community based organisations, residential rehabilitation services and outreach services and workers may have supervisory responsibilities.",On completion of this qualification the worker will be able to design and deliver programs that aim to enhance the well being of individuals and groups.Occupational titles may include:- Case Worker- Community services worker- Community support worker- Domestic violence worker- Early intervention homelessness worker- Family support worker- Health education officer- Outreach officer- Support worker- Welfare support worker,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Companion Animal Services,Business & Commerce & Finance & Accounting,1865,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/science_environment/animal_studies/C3-HS28,English,A,"This program will give you the skills and knowledge to care for a variety of animals including the tasks: feeding, maintaining hygiene, maintaining housing, grooming and providing information to the public on products and services.It is highly recommended to support your study that you undertake a period of work placement or work experience in an animal care environment and/or workplace. You will be required to wear suitable protective clothing when dealing with animals and when in the laboratory.",- Pet shop/aquarium assistant- Kennel attendant- Cattery attendant- Assistant dog trainer- Pet exerciser- Assistant grooming attendant,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Computing Skills for an Office Environment,Humanities and Social Science,286,,AUD,Years,6,Months,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/business_administration/SA-BT13,English,A,"This training covers basic office computing skills such as operating a personal computer, data entry using spreadsheets, word processing and creating electronic presentations.",Entry-level data entry and administrative jobs,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Conservation and Land Management,Business & Commerce & Finance & Accounting,2465,,AUD,Years,2,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/science_environment/horticulture/C3-BE32,English,A,"This program is suited to people who wish to obtain a range of technical skills in horticulture and are interested in learning how to identify plants, maintain natural areas, bushland regeneration and cultural awareness. It will suit people who are passionate about the environment, like working outdoors and have an aptitude for practical work. The classes are delivered in the purpose built 4.5 hectare horticulture facility at Bruce and excursions. Projects include water sampling and testing, GPS operations, revegetation works and erosion control.","Indigenous lands worker, national parks worker, revegetation worker, environmental rehabilitation worker.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Construction Induction,Humanities and Social Science,120,,AUD,Years,1,Days,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/white_card/SA-TS25,English,A,CIT White Card training supports the attainment of basic WHS knowledge required prior to undertaking designated work tasks within any of the sectors within the construction industry or workplace.Successful completion covers the requirements specified by the National Code of Practice for Induction Training for Construction Work (SAC 2006) which is required before entering a construction work site. Our web based White Card course has recently been approved by the ACT Regulator (Work Safe ACT).This program achieves a unit of competency from the CPC Training Package.,Induction training for construction work,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate II in Construction Pathways,Foundation,1183.00,,AUD,Years,1,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/building_management/C2-BD29,English,A,You will learn skills and knowledge required for a range of support tasks which apply in a variety of construction work industries.Occupational titles may include:• Trades assistant• Builder's labourer• Construction assistantThe qualification has core units of competency that are required in many Certificate III trade qualifications. The elective options are structured to allow choice from a range of units aligned at Certificate III level and in total could provide meaningful credit in a construction industry Australian Apprenticeship.Completion of general induction training specified by the National Code of Practice for Induction Training for Construction Work (ASCC 2007) is required before entering a construction work site. Achievement of unit CPCCOHS1001A covers this requirement.,This program prepares you for entry into the construction industry.,Australia,,,,,Yes,
ADIP,Canberra Institute of Technology,Canberra,Advanced Diploma of Creative Product Development,Humanities and Social Science,3339,,AUD,Years,18,Months,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/creative/art/AD-BD01,English,A,"The Advanced Diploma of Creative Product Development is a 9 months course that produces industry-ready graduates with specialist  high-level commercial practice skills, together with a depth of industry and  business knowledge. Challenge yourself with a major exhibition, parade,  portfolio and career launchApplicants to the program must have successfully  completed a Diploma of Photography and Photo Imaging CUA50915, Diploma of  Visual Arts CUA51115, Diploma of Applied Fashion Design and Merchandising  MST50116 or an equivalent qualification. Those with substantial and relevant  industry experience may also be considered.",Graduates of the course may  gain employment in their chosen fields in a variety of industry contexts.,Australia,,,,,Yes,
ADIP,Canberra Institute of Technology,Canberra,Statement of Attainment - Cross-Sector Infection Control Skill Set,Humanities and Social Science,3339,,AUD,Years,15,Hours,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/infection_control/SA-BT22,English,A,This Infection Control skill set has been developed in response to COVID 19 to address the skills and knowledge required to undertake work activities in compliance with organisational procedures that prevent and control infection.This training is for workers in all industries who require the skills and knowledge to reduce the risk and transmission of infection while carrying out routine work activities in their job role.,This unit of competency from the BSB Business Services Training Package provides the skills and knowledge required to follow infection prevention and control procedures in the workplace.,Australia,,,,,Yes,
ADIP,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Customer Service Skill Set,Humanities and Social Science,97,,AUD,Years,18,Months,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/service_industry/hospitality/SA-TS37,English,A,"This program equips you to provide quality customer service when working in any sector of the tourism, travel and hospitality industry.Achievement of these units provides credit towards qualifications in tourism, travel, hospitality, events and commercial cookery.","Entry into the tourism, events, and hospitality industry in a customer service role.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Cyber Security,Computer Science & Information Technology,2401,,AUD,Years,1,Years,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/cyber/C4-BD30,English,A,"This course is specifically designed to develop your skills and knowledge for a career as a Cyber Security paraprofessional. This qualification will provide you with the skills and knowledge to be competent in a wide range of foundation IT network testing and security, ICT security and website security; working safely and ethically in a sustainable work environment as a junior cyber security analyst.","A range of employment opportunities are available after successful completion, such as:- Cyber Security paraprofessional supporting the operation of large, small and medium enterprise computing environments- Computer Helpdesk Technician- Cyber Security Intrusion Tester- Cyber Security Support Officer- Security Penetration Tester- Information Systems Security Support Officer- Systems Tester- PC Support- Network Security Support Officer- Network Security Trainee- Website Security Support Officer",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Dental Assisting (Oral Health Promotion),English,3947,,AUD,Years,1,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/dental/C4-HS26,English,A,"This course provides you with the opportunity to provide an advanced level of assistance to a dentist, dental hygienist, dental prosthetist, dental therapist or oral health therapist, which contributes to the quality of oral health care. The program will also provide you the knowledge and skills to provide basic oral health information to patients as directed by the dentist and develop skills and knowledge to provide oral health promotion presentations to various community groups.You will also have opportunities to practice these skills under the supervision of the dentist in the workplace.",Dental assistant.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Dental Assisting (Radiography),Mass Communication & Media,4209,,AUD,Years,1,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/dental/C4-HS24,English,A,"This course gives you the knowledge and skills necessary to provide an advanced level of chairside assistance to the operator, including contributing to the quality of dental care provided through well developed communication skills. This program provides the skills and knowledge needed to interpret a request from a dental operator to safely take and develop radiographic images of a diagnostic quality to be used within a Dental Practice setting.",Dental assistant,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Disability,Computer Science & Information Technology,2418,,AUD,Years,1,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/disability/C4-HS15,English,A,"This program will give you the skills and knowledge to work as a senior disability support worker, team leader or coordinator. This program is designed for people currently employed in the community sector.","Work in a range of community settings and clients’ homes, providing training and support for people with disabilities.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate II in Drainage,Computer Science & Information Technology,785,,AUD,Years,1,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/plumbing/C2-TS02,English,A,This program provides training for a person working in installing and maintaining drainage systems at residential and commercial sites.,Registered Journey Person - Drainer.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Drainage (Licensing),Humanities and Social Science,1960,,AUD,Years,6,Months,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/plumbing/SA-TS06,English,A,This program is designed to enable registered plumbers and drainers meet the requirements for obtaining an independent drainers license in the ACT which has reciprocity in all states of Australia and New Zealand.,Drainage Contractor.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Duct Installation,Humanities and Social Science,1150,,AUD,Years,3,Hours,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/plumbing/SA-TS23,English,A,"Provides training in the installation and testing of ducting systems used for ventilation systems, heating and/or cooling systems, and exhaust systems.","This training will provide the skills and knowledge required to competently install and test ducting systems used for ventilation systems, heating and/or cooling systems, and exhaust systems.",Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Early Childhood Education and Care,Humanities and Social Science,4378,,AUD,Years,2,Years,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/childrens_education_and_care/DP-HC56,English,A,"This program provides you with the opportunity to lead teams, manage programs and design and implement curriculum for children in Early Childhood Education and Care services.","Children's Service Director/Manager, Authorised Supervisor (Children’s Services), Early Childhood Educator, Children's Advisor, Team Leader (Children's Services).",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Early Childhood Education and Care,Humanities and Social Science,2074,,AUD,Years,1,Years,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/childrens_education_and_care/C3-HC56,English,A,This program provides students with the knowledge and skills to assist in the planning of learning environments and experiences for young children as well as provide for their physical and emotional care.,"Child care worker, Child care assistant, Family day care worker and Learning Assistant in Schools.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Education Support,Education,1825,,AUD,Years,84,Hours,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/childrens_education_and_care/C4-HC57,English,A,"This program will give you the broad skills and knowledge which will allow you to work as a Learning Support Assistant but it also caters for specialisation in a range of education support contexts including Disability support, Aboriginal and Torres Strait Islander education officer, numeracy and literacy worker, and home tutor.","Aboriginal and/or Torres Strait Islander education worker, Education assistant, Education assistant (special needs), Education support worker, Home tutor, Homeland teaching assistant, Indigenous language and culture teaching assistant, Language worker, Support worker (working with children with disabilities), Teacher aide, Teacher assistant.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Electronics and Communications,Computer Science & Information Technology,2080,,AUD,Years,3,Years,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/electronics_and_communications/C3-FE27,English,A,"This course provides training in selecting, installing, setting up, testing, fault finding, repairing and maintenance of electronic equipment and devices at component/sub-assembly level. There are elective options in radio frequency and security. This program is available to apprentices and non-apprentices.","The electronics trade-qualified person works on installing, commissioning, repairing and maintaining electronic equipment. This includes communications, audio, video and TV, personal computer and networks, security and custom installations, appropriate to the specialisation completed.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate II in Electrotechnology (Career Start),Humanities and Social Science,430,,AUD,Years,18,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/electrical_trades/C2-TC31,English,A,"This course is an introductory course in electrotechnology for work in a variety of industries. You will gain basic foundations and workplace safety skills to begin a career. You can choose electivity to specialise in electrical, electronics, air conditioning or refrigeration. This program can be useful for gaining an apprenticeship/traineeship.",Work at entry level in any electrotechnology trade.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Electrotechnology Electrician,Engineering,1980,,AUD,Years,3,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/electrical_trades/C3-TC31,English,A,"You will be given the required skills and knowledge to work with a variety of electrical equipment and systems in residential, commercial and industrial premises . You will have many 'hands-on' opportunities to practice and develop your skills to industry standard in our custom built electrical workshop to learn and work with electrical equipment associated with sizing and testing of electrical control and power circuits with application to Australian standards. On successful completion , you will be able to apply for your electrical licence through State and Territory regulators and work as a fully qualified electrician.","Work as a qualified Electrician, you may work in specialised areas of the electrical industry which includes domestic, commercial and industrial environments within those installations you will work on communications, controls, general wiring systems and wiring installations.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Engineering,Engineering,7085,,AUD,Years,30,Months,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/fabrication/C4-TC29,English,A,"The skills and knowledge achieved in this qualification are designed to enable you to manage teams and staff within the metals and engineering industry, write reports and supervise welding inspections.This qualification meets the requirements of the Metal and Engineering Training Package (MEM05)","May include employment in the engineering industry that could include welding, heavy fabrication and/or light fabrication, boat building and competitive manufacturing industry, structural engineering, refrigeration electrical, mining industry and automotive industries.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Engineering - Fabrication Trade,Engineering,5614,,AUD,Years,3,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/fabrication/C3-2J103,English,A,"This program covers metal fabrication and welding skills that are required for employment within our local and regional industry. Participants will gain  basic skills and knowledge in relation to welding and fabrication, e.g. drawing interpretation, job planning, quality control, communication skills, and computer aided-drafting, advanced welding and fabrication skills. The Certificate III is for apprentices who are employed in the metals and engineering industry.","Employment in the Engineering industry that could include welding, heavy fabrication and/or light fabrication.- Light Fabrication - Air Conditioning Manufacture, Stainless Steel, Cabinet Manufacture and General Manufacture- Heavy fabrication - Welding, Structural Steel Fabrication, Mining industry",Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Engineering - Technical,Engineering,2654,,AUD,Years,1,Years,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/engineering/DP-FE30,English,A,"This course will give you the engineering skills and knowledge required for an engineering draftsperson producing engineering drawings or a technical officer involved in basic project management, procurement and sales within an engineering or manufacturing work environment.","Engineering draftsperson or a technical officer involved in drafting, basic project management, procurement and sales often with a consulting engineering firm.",Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Statement of Attainment - Enterprise Trainer - Presenting Skill Set,Humanities and Social Science,2654,,AUD,Years,6,Months,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/teacher_education/SA-OG07,English,A,"This skill set provides the necessary skills and knowledge for people training under supervision in the VET sector, who work mainly in classroom situations.",Trainer within the workplace to individuals or small groups.Trainer under supervision in the Vocational Education Training (VET) sector.,Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Statement of Attainment - Enterprise Trainer and Assessor Skill Set,Humanities and Social Science,2654,,AUD,Years,6,Months,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/teacher_education/SA-OG08,English,A,This skill set is designed for trainers and assessors who deliver non accredited training or work with other trainers in delivering nationally recognised training.,Enterprise Trainer and Assessor in an enterprise Registered Training Organisation (RTO) or in an enterprise that works together with an RTO in an auspicing arrangement.,Australia,,,,,Yes,
